state,district,city,property_type,beds,baths,size_sqft,furnishing,facing,age_years,price_inr,locality_key
Telangana,Jangaon,Jangaon,Independent House,5,4,2590,Unfurnished,North,1,10125000,Jangaon | Jangaon Town
Telangana,Warangal,Warangal,Villa,4,4,2424,Furnished,East,21,11100000,Warangal | Mattewada
Andhra Pradesh,Anakapalli,Anakapalle,Villa,5,4,2629,Unfurnished,West,1,14875000,Anakapalli | Sabbavaram
Telangana,Karimnagar,Karimnagar,Independent House,5,5,2397,Unfurnished,East,0,6675000,Karimnagar | Manakondur
Telangana,Medchal Malkajgiri,Hyderabad,Independent Builder Floor,3,3,1483,Unfurnished,West,0,8300000,Medchal Malkajgiri | Malkajgiri
Andhra Pradesh,Prakasam,Ongole,Independent House,3,3,2123,Unfurnished,North-East,15,7475000,Prakasam | Ongole Trunk Road
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Residential Plot,0,0,2997,Not Applicable,South,0,1350000,Alluri Sitharama Raju | Dumbriguda
Telangana,Jangaon,Jangaon,Villa,3,3,1500,Unfurnished,South-East,19,2850000,Jangaon | Station Ghanpur
Telangana,Karimnagar,Karimnagar,Villa,3,3,1770,Unfurnished,North-East,27,3300000,Karimnagar | Choppadandi
Telangana,Siddipet,Siddipet,Residential Plot,0,0,2403,Not Applicable,North,0,3450000,Siddipet | Gajwel
Telangana,Hyderabad,Hyderabad,Apartment,2,2,1126,Unfurnished,East,2,11200000,Hyderabad | Yousufguda
Andhra Pradesh,Krishna,Machilipatnam,Independent House,5,5,2243,Semi-Furnished,North,26,7850000,Krishna | Gudivada
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1119,Semi-Furnished,North,1,14100000,Rangareddy | Madhapur
Telangana,Nalgonda,Nalgonda,Apartment,3,3,1694,Unfurnished,East,0,3525000,Nalgonda | Nagarjuna Sagar
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,4,4,2251,Unfurnished,East,0,8100000,Vizianagaram | Vizianagaram Town
Telangana,Khammam,Khammam,Independent House,4,4,1834,Unfurnished,West,1,3975000,Khammam | Thirumalayapalem
Telangana,Khammam,Khammam,Villa,4,4,2717,Semi-Furnished,North-East,1,16875000,Khammam | Gandhi Chowk
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,3,3,1528,Unfurnished,East,18,3025000,Polavaram | Rampachodavaram
Telangana,Peddapalli,Peddapalli,Residential Plot,0,0,4500,Not Applicable,South,0,2150000,Peddapalli | Dharmaram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Apartment,3,2,1375,Furnished,North-East,11,3800000,Dr. B.R. Ambedkar Konaseema | Amalapuram Town
Andhra Pradesh,Kakinada,Kakinada,Apartment,1,1,425,Semi-Furnished,East,2,2050000,Kakinada | Rama Rao Peta
Telangana,Nalgonda,Nalgonda,Independent Builder Floor,2,3,1039,Unfurnished,East,0,1600000,Nalgonda | Nakrekal
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,979,Unfurnished,East,0,7475000,Visakhapatnam | Kommadi
Telangana,Mahabubnagar,Mahabubnagar,Independent House,2,1,1396,Unfurnished,North-East,1,3200000,Mahabubnagar | Bhoothpur
Telangana,Wanaparthy,Wanaparthy,Independent Builder Floor,2,3,1030,Semi-Furnished,East,0,3000000,Wanaparthy | Wanaparthy Town
Telangana,Warangal,Warangal,Independent House,3,4,1575,Semi-Furnished,East,13,5375000,Warangal | Khila Warangal
Andhra Pradesh,Bapatla,Bapatla,Residential Plot,0,0,4500,Not Applicable,East,0,4025000,Bapatla | Parchur
Andhra Pradesh,Guntur,Amaravati,Residential Plot,0,0,1800,Not Applicable,West,0,5125000,Guntur | Tadepalle
Andhra Pradesh,Chittoor,Chittoor,Apartment,3,3,1776,Unfurnished,East,4,4750000,Chittoor | Nagari
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Residential Plot,0,0,1800,Not Applicable,East,0,1800000,Sri Sathya Sai | Penukonda
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,1800,Not Applicable,North-East,0,2400000,Srikakulam | Ichchapuram
Andhra Pradesh,Guntur,Guntur,Apartment,3,3,1731,Unfurnished,South-East,0,7525000,Guntur | Tenali
Andhra Pradesh,Guntur,Amaravati,Apartment,3,2,1420,Unfurnished,North,3,7000000,Guntur | Vaddeswaram
Telangana,Jayashankar Bhupalpally,Bhupalpally,Independent House,3,3,1744,Unfurnished,North,10,6475000,Jayashankar Bhupalpally | Bhupalpally Town
Andhra Pradesh,Krishna,Machilipatnam,Apartment,3,4,1243,Semi-Furnished,North,6,4000000,Krishna | Unguturu
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,4,4,2295,Semi-Furnished,North-East,3,12875000,Visakhapatnam | Marripalem
Telangana,Karimnagar,Karimnagar,Residential Plot,0,0,900,Not Applicable,East,0,1975000,Karimnagar | Jyothinagar
Andhra Pradesh,Eluru,Eluru,Residential Plot,0,0,2160,Not Applicable,North,0,3525000,Eluru | Eluru Town
Telangana,Suryapet,Suryapet,Apartment,3,3,1288,Furnished,North,11,4875000,Suryapet | Suryapet Town
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,1800,Not Applicable,South-East,0,2800000,Srikakulam | Srikakulam Town
Andhra Pradesh,Prakasam,Ongole,Independent House,4,4,1952,Furnished,South,1,4325000,Prakasam | Chimakurthi
Telangana,Warangal,Warangal,Independent Builder Floor,3,3,1458,Unfurnished,North-East,5,3625000,Warangal | Wardhannapet
Telangana,Rajanna Sircilla,Sircilla,Residential Plot,0,0,1800,Not Applicable,East,0,2025000,Rajanna Sircilla | Vemulawada
Andhra Pradesh,Palnadu,Narasaraopet,Residential Plot,0,0,3600,Not Applicable,West,0,2475000,Palnadu | Dachepalle
Andhra Pradesh,NTR,Vijayawada,Apartment,3,4,1497,Semi-Furnished,East,3,9325000,NTR | Gunadala
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,3,1062,Unfurnished,South,10,8450000,Visakhapatnam | Sagar Nagar
Andhra Pradesh,Anakapalli,Anakapalle,Residential Plot,0,0,1800,Not Applicable,East,0,2050000,Anakapalli | Kasimkota
Telangana,Hyderabad,Hyderabad,Independent House,2,1,1240,Semi-Furnished,South,15,11200000,Hyderabad | Begumpet
Telangana,Hyderabad,Hyderabad,Apartment,3,3,2063,Semi-Furnished,North-East,4,22925000,Hyderabad | Himayatnagar
Andhra Pradesh,YSR Kadapa,Kadapa,Residential Plot,0,0,1998,Not Applicable,West,0,2525000,YSR Kadapa | Proddatur
Andhra Pradesh,Guntur,Guntur,Residential Plot,0,0,1503,Not Applicable,West,0,1825000,Guntur | Ponnur
Telangana,Nizamabad,Nizamabad,Independent House,4,4,1950,Unfurnished,West,1,4100000,Nizamabad | Bheemgal
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,3,1211,Semi-Furnished,East,14,6525000,Medchal Malkajgiri | Bowrampet
Telangana,Wanaparthy,Wanaparthy,Apartment,2,3,1021,Furnished,North-East,2,1875000,Wanaparthy | Gopalpeta
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Villa,4,4,2377,Furnished,North,0,27175000,Visakhapatnam | Madhurawada
Andhra Pradesh,Guntur,Guntur,Independent House,3,3,1568,Semi-Furnished,East,0,6625000,Guntur | Nallapadu
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,3,1351,Unfurnished,East,0,9175000,Medchal Malkajgiri | Kapra
Andhra Pradesh,YSR Kadapa,Kadapa,Residential Plot,0,0,2997,Not Applicable,North,0,2525000,YSR Kadapa | Badvel
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,1800,Not Applicable,South,0,1325000,Nalgonda | Nakrekal
Andhra Pradesh,Eluru,Eluru,Independent House,3,4,1462,Unfurnished,East,30,4100000,Eluru | Eluru Town
Andhra Pradesh,YSR Kadapa,Kadapa,Apartment,2,3,1134,Unfurnished,South-East,9,2350000,YSR Kadapa | Mydukur
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,2,1,1248,Unfurnished,North-East,1,8525000,Medchal Malkajgiri | Kapra
Andhra Pradesh,Markapuram,Markapuram,Independent House,4,4,2003,Unfurnished,West,16,3050000,Markapuram | Cumbum
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,922,Unfurnished,West,2,7700000,Visakhapatnam | Yendada
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1494,Furnished,South-East,0,11750000,Rangareddy | Tukkuguda
Telangana,Wanaparthy,Wanaparthy,Independent House,3,3,1789,Semi-Furnished,North,4,2875000,Wanaparthy | Amarchinta
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1503,Not Applicable,South-East,0,12875000,Hyderabad | Somajiguda
Andhra Pradesh,Annamayya,Madanapalle,Independent House,3,3,1681,Semi-Furnished,North,4,3050000,Annamayya | Kalakada
Telangana,Nagarkurnool,Nagarkurnool,Independent House,4,4,2222,Unfurnished,North,9,6875000,Nagarkurnool | Nagarkurnool Town
Andhra Pradesh,Anakapalli,Anakapalle,Independent House,6,7,3000,Furnished,West,2,11500000,Anakapalli | Sabbavaram
Andhra Pradesh,Guntur,Amaravati,Apartment,2,2,928,Unfurnished,West,0,5600000,Guntur | Mangalagiri
Andhra Pradesh,Tirupati,Tirupati,Independent House,4,4,2045,Unfurnished,North,6,14550000,Tirupati | Air Bypass Road
Telangana,Rangareddy,Hyderabad,Villa,4,4,3143,Semi-Furnished,North,5,51625000,Rangareddy | Nallagandla
Telangana,Nizamabad,Nizamabad,Independent House,3,3,1699,Unfurnished,North-East,16,2725000,Nizamabad | Balkonda
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1197,Not Applicable,East,0,5925000,Hyderabad | Kachiguda
Telangana,Jayashankar Bhupalpally,Bhupalpally,Independent House,3,4,1981,Unfurnished,East,1,5975000,Jayashankar Bhupalpally | Bhupalpally Town
Andhra Pradesh,Vizianagaram,Vizianagaram,Residential Plot,0,0,1620,Not Applicable,West,0,2500000,Vizianagaram | Ayyannapeta
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,2403,Not Applicable,South,0,11600000,Medchal Malkajgiri | Pragathi Nagar
Telangana,Jagtial,Jagtial,Apartment,2,3,1150,Semi-Furnished,East,0,3175000,Jagtial | Korutla
Telangana,Kamareddy,Kamareddy,Independent House,5,5,2446,Semi-Furnished,East,8,8500000,Kamareddy | Kamareddy Town
Andhra Pradesh,Kakinada,Kakinada,Independent House,2,1,1081,Furnished,East,0,5575000,Kakinada | Rama Rao Peta
Andhra Pradesh,Guntur,Amaravati,Apartment,3,3,1586,Unfurnished,West,1,8675000,Guntur | Tadepalle
Andhra Pradesh,West Godavari,Bhimavaram,Apartment,3,3,1110,Furnished,North,4,3450000,West Godavari | Tadepalligudem
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,2,1383,Furnished,West,12,4650000,Visakhapatnam | Thagarapuvalasa
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,1,1,520,Unfurnished,East,0,1900000,East Godavari | Diwan Cheruvu
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent House,4,5,1919,Unfurnished,East,4,9100000,Sri Potti Sriramulu Nellore | Trunk Road
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,2160,Not Applicable,North-East,0,10100000,Medchal Malkajgiri | Uppal
Andhra Pradesh,Bapatla,Bapatla,Independent House,2,2,1353,Unfurnished,South-East,30,1800000,Bapatla | Parchur
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,2,2,898,Unfurnished,North,0,7750000,Hyderabad | Ameerpet
Telangana,Hanumakonda,Hanamkonda,Apartment,3,3,1468,Semi-Furnished,North,0,7100000,Hanumakonda | Kazipet
Telangana,Vikarabad,Vikarabad,Apartment,2,2,930,Furnished,West,9,2175000,Vikarabad | Kodangal
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,3,3,1596,Unfurnished,East,1,14925000,Visakhapatnam | MVP Colony
Telangana,Mulugu,Mulugu,Apartment,1,1,496,Unfurnished,East,5,1425000,Mulugu | Mulugu Town
Andhra Pradesh,Annamayya,Madanapalle,Apartment,2,1,1144,Unfurnished,West,0,3525000,Annamayya | Madanapalle Town
Telangana,Kamareddy,Kamareddy,Apartment,2,2,1045,Unfurnished,South,0,1625000,Kamareddy | Machareddy
Telangana,Warangal,Warangal,Apartment,3,3,1693,Unfurnished,North-East,0,5075000,Warangal | Rangashaipet
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,2403,Not Applicable,North-East,0,12375000,Medchal Malkajgiri | Kompally
Telangana,Jagtial,Jagtial,Independent House,2,2,891,Unfurnished,West,4,1425000,Jagtial | Mallial
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Residential Plot,0,0,1998,Not Applicable,East,0,2625000,Sri Sathya Sai | Hindupur
Andhra Pradesh,Guntur,Guntur,Apartment,2,1,1128,Furnished,South,0,4750000,Guntur | Tenali
Telangana,Warangal,Warangal,Apartment,3,3,1806,Unfurnished,North,1,7250000,Warangal | Mattewada
Andhra Pradesh,Guntur,Guntur,Apartment,3,3,1395,Furnished,North-East,1,8000000,Guntur | Kothapet
Andhra Pradesh,West Godavari,Bhimavaram,Independent House,3,3,2063,Unfurnished,West,6,6125000,West Godavari | Narsapuram
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,2403,Not Applicable,West,0,2100000,Nalgonda | Nakrekal
Andhra Pradesh,Tirupati,Tirupati,Apartment,3,4,1453,Semi-Furnished,North-East,1,8225000,Tirupati | Korlagunta
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,3,4,1615,Semi-Furnished,North-East,0,7200000,Vizianagaram | Ayyannapeta
Telangana,Adilabad,Adilabad,Independent House,6,5,2887,Semi-Furnished,North,6,4625000,Adilabad | Talamadugu
Andhra Pradesh,East Godavari,Rajahmundry,Independent House,6,6,2972,Semi-Furnished,West,4,14600000,East Godavari | Morampudi
Telangana,Nalgonda,Nalgonda,Apartment,4,4,2539,Unfurnished,North-East,1,4800000,Nalgonda | Nakrekal
Andhra Pradesh,NTR,Vijayawada,Independent Builder Floor,3,3,1399,Unfurnished,North,8,8225000,NTR | Labbipet
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Apartment,3,4,1397,Unfurnished,West,1,4325000,Parvathipuram Manyam | Salur
Telangana,Siddipet,Siddipet,Apartment,2,2,997,Semi-Furnished,East,0,3050000,Siddipet | Husnabad
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,3,4,1313,Semi-Furnished,North,20,9000000,Medchal Malkajgiri | Uppal
Andhra Pradesh,Bapatla,Bapatla,Independent House,2,2,1245,Semi-Furnished,North-East,7,5250000,Bapatla | Bapatla Town
Telangana,Suryapet,Suryapet,Independent House,3,3,1809,Semi-Furnished,North-East,1,6000000,Suryapet | Suryapet Town
Telangana,Rangareddy,Hyderabad,Independent House,6,6,2934,Semi-Furnished,East,6,27325000,Rangareddy | Narsingi
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,3,3,1663,Unfurnished,South,16,9100000,Medchal Malkajgiri | Kapra
Telangana,Jagtial,Jagtial,Residential Plot,0,0,1800,Not Applicable,South,0,1250000,Jagtial | Dharmapuri
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,900,Not Applicable,East,0,1825000,Tirupati | Chandragiri
Telangana,Medchal Malkajgiri,Hyderabad,Villa,4,5,2424,Unfurnished,West,1,20675000,Medchal Malkajgiri | Bachupally
Telangana,Siddipet,Siddipet,Independent House,4,4,1749,Unfurnished,North-East,0,8150000,Siddipet | Siddipet Town
Telangana,Mancherial,Mancherial,Independent House,3,3,1712,Unfurnished,East,10,4325000,Mancherial | Bellampalli
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1557,Unfurnished,North,0,11625000,Hyderabad | Malakpet
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,2,2,1005,Unfurnished,South,0,2625000,East Godavari | Gokavaram
Telangana,Rangareddy,Hyderabad,Apartment,2,2,1004,Semi-Furnished,East,10,7050000,Rangareddy | Adibatla
Telangana,Karimnagar,Karimnagar,Independent House,3,3,1795,Semi-Furnished,North,2,8650000,Karimnagar | Jyothinagar
Telangana,Jangaon,Jangaon,Residential Plot,0,0,2403,Not Applicable,North,0,4200000,Jangaon | Jangaon Town
Andhra Pradesh,Chittoor,Chittoor,Independent House,3,2,1941,Unfurnished,North-East,25,6325000,Chittoor | Chittoor Town
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,2,1616,Semi-Furnished,North,7,14750000,Medchal Malkajgiri | Kukatpally
Telangana,Warangal,Warangal,Apartment,2,2,961,Unfurnished,North,0,1900000,Warangal | Sangem
Andhra Pradesh,Guntur,Amaravati,Residential Plot,0,0,1620,Not Applicable,North,0,4700000,Guntur | Mangalagiri
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,3,4,1479,Unfurnished,North,2,4300000,Sri Sathya Sai | Hindupur
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1350,Not Applicable,North,0,5875000,Hyderabad | Malakpet
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,3,3,1452,Semi-Furnished,West,3,7725000,Visakhapatnam | Akkayyapalem
Telangana,Vikarabad,Vikarabad,Residential Plot,0,0,1350,Not Applicable,South-East,0,1850000,Vikarabad | Tandur
Telangana,Kumuram Bheem Asifabad,Asifabad,Residential Plot,0,0,900,Not Applicable,South,0,750000,Kumuram Bheem Asifabad | Kagaznagar
Andhra Pradesh,NTR,Vijayawada,Apartment,2,2,1019,Unfurnished,North,0,5000000,NTR | Gunadala
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent Builder Floor,3,3,1145,Unfurnished,East,0,8600000,Visakhapatnam | Yendada
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Apartment,2,2,941,Unfurnished,North,0,5525000,Sri Potti Sriramulu Nellore | Balaji Nagar
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1626,Furnished,East,4,17800000,Rangareddy | Nallagandla
Telangana,Kumuram Bheem Asifabad,Asifabad,Villa,3,2,1943,Unfurnished,East,14,4350000,Kumuram Bheem Asifabad | Kagaznagar
Telangana,Mulugu,Mulugu,Independent House,4,3,2308,Semi-Furnished,North-East,9,3125000,Mulugu | Eturnagaram
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Villa,3,4,2172,Unfurnished,South,7,8575000,Sri Sathya Sai | Hindupur
Andhra Pradesh,East Godavari,Rajahmundry,Residential Plot,0,0,1620,Not Applicable,West,0,2175000,East Godavari | Anaparthi
Telangana,Hyderabad,Hyderabad,Apartment,1,1,549,Unfurnished,West,4,4950000,Hyderabad | Secunderabad
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,3,3,1948,Furnished,West,5,16575000,Visakhapatnam | Dwaraka Nagar
Andhra Pradesh,Anantapur,Anantapur,Independent House,3,3,1476,Unfurnished,East,12,2325000,Anantapur | Singanamala
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,3,3,1397,Unfurnished,East,3,20225000,Hyderabad | Jubilee Hills
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,1197,Not Applicable,South-East,0,2600000,Visakhapatnam | Gajuwaka
Telangana,Nizamabad,Nizamabad,Independent House,5,5,2538,Semi-Furnished,West,0,9325000,Nizamabad | Vinayak Nagar
Andhra Pradesh,East Godavari,Rajahmundry,Independent Builder Floor,3,3,1560,Semi-Furnished,North-East,2,6250000,East Godavari | Bommuru
Andhra Pradesh,Chittoor,Chittoor,Independent Builder Floor,3,3,1461,Semi-Furnished,South-East,14,2750000,Chittoor | Punganur
Andhra Pradesh,YSR Kadapa,Kadapa,Independent House,5,6,2181,Unfurnished,North,24,5425000,YSR Kadapa | Pulivendula
Telangana,Bhadradri Kothagudem,Kothagudem,Apartment,3,3,1738,Unfurnished,North-East,0,4150000,Bhadradri Kothagudem | Manuguru
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Apartment,2,2,649,Unfurnished,North,3,3175000,Sri Potti Sriramulu Nellore | Vedayapalem
Andhra Pradesh,Eluru,Eluru,Apartment,3,3,1534,Semi-Furnished,East,0,3025000,Eluru | Kaikaluru
Andhra Pradesh,Annamayya,Madanapalle,Independent House,3,3,1367,Unfurnished,West,9,1750000,Annamayya | Chitvel
Telangana,Mahabubabad,Mahabubabad,Residential Plot,0,0,1350,Not Applicable,North,0,2225000,Mahabubabad | Mahabubabad Town
Andhra Pradesh,Markapuram,Markapuram,Apartment,1,2,477,Unfurnished,East,0,850000,Markapuram | Yerragondapalem
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Villa,3,3,1759,Semi-Furnished,North,11,7225000,Sri Sathya Sai | Hindupur
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,3,1381,Unfurnished,North,5,9775000,Medchal Malkajgiri | Kompally
Andhra Pradesh,Guntur,Guntur,Independent House,3,3,1642,Unfurnished,North-East,0,8125000,Guntur | Vidya Nagar
Andhra Pradesh,Bapatla,Bapatla,Villa,4,3,2716,Furnished,East,2,12700000,Bapatla | Chirala
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Residential Plot,0,0,1503,Not Applicable,East,0,1750000,Dr. B.R. Ambedkar Konaseema | Ravulapalem
Andhra Pradesh,Guntur,Guntur,Independent House,3,3,2015,Unfurnished,South,0,10825000,Guntur | Arundelpet
Andhra Pradesh,Kakinada,Kakinada,Villa,3,3,1500,Unfurnished,West,4,10675000,Kakinada | Jagannaickpur
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,2700,Not Applicable,North,0,20300000,Hyderabad | Begumpet
Andhra Pradesh,West Godavari,Bhimavaram,Independent House,3,3,1979,Semi-Furnished,East,5,5700000,West Godavari | Palakollu
Telangana,Peddapalli,Peddapalli,Independent House,4,5,2269,Unfurnished,North,13,5000000,Peddapalli | Ramagundam
Andhra Pradesh,NTR,Vijayawada,Apartment,2,3,1037,Unfurnished,North,0,5900000,NTR | Ajit Singh Nagar
Telangana,Warangal,Warangal,Independent House,3,4,1948,Semi-Furnished,North-East,6,5100000,Warangal | Sangem
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Residential Plot,0,0,1620,Not Applicable,South-East,0,2450000,Sri Sathya Sai | Hindupur
Andhra Pradesh,Kakinada,Kakinada,Independent House,4,5,2282,Unfurnished,North,4,9850000,Kakinada | Vakalapudi
Telangana,Mahabubabad,Mahabubabad,Residential Plot,0,0,1197,Not Applicable,South,0,600000,Mahabubabad | Narsimhulapet
Andhra Pradesh,NTR,Vijayawada,Apartment,3,4,1450,Semi-Furnished,North,4,7150000,NTR | Gollapudi
Andhra Pradesh,Annamayya,Madanapalle,Apartment,4,4,2595,Semi-Furnished,North-East,1,5825000,Annamayya | Pileru
Telangana,Rangareddy,Hyderabad,Independent Builder Floor,2,3,905,Unfurnished,West,1,10875000,Rangareddy | Gachibowli
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Residential Plot,0,0,1800,Not Applicable,North-East,0,2925000,Dr. B.R. Ambedkar Konaseema | Amalapuram Town
Andhra Pradesh,Palnadu,Narasaraopet,Apartment,1,1,539,Semi-Furnished,North-East,1,1100000,Palnadu | Dachepalle
Telangana,Rajanna Sircilla,Sircilla,Independent House,3,4,1776,Furnished,East,2,6800000,Rajanna Sircilla | Sircilla Town
Andhra Pradesh,Palnadu,Narasaraopet,Residential Plot,0,0,2997,Not Applicable,West,0,4450000,Palnadu | Chilakaluripet
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1341,Unfurnished,West,14,17725000,Hyderabad | Jubilee Hills
Andhra Pradesh,Anantapur,Anantapur,Apartment,2,3,818,Unfurnished,South,10,1600000,Anantapur | Guntakal
Andhra Pradesh,YSR Kadapa,Kadapa,Independent House,2,1,1265,Semi-Furnished,North,1,2575000,YSR Kadapa | Kamalapuram
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Independent House,3,3,1583,Unfurnished,North-East,30,2425000,Parvathipuram Manyam | Veeraghattam
Andhra Pradesh,Eluru,Eluru,Apartment,4,5,2329,Unfurnished,North-East,0,5625000,Eluru | Chintalapudi
Telangana,Peddapalli,Peddapalli,Residential Plot,0,0,1620,Not Applicable,South,0,1225000,Peddapalli | Manthani
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,4,4,2103,Semi-Furnished,North,1,19050000,Visakhapatnam | MVP Colony
